谓词,断言数,是否原始形式(raw:)
raw:战斗结果,2,1
raw:战斗转移,2,1
raw:战斗部署,2,1
raw:战术与战果,2,1
raw:战术协同,2,1
raw:战术布置,2,1
raw:战术执行,2,1
raw:战术据点,2,1
raw:战术节点,2,1
raw:战术调整,2,1
raw:战死于,2,1
raw:战略会师,2,1
raw:战略制定,2,1
raw:战略协同,2,1
raw:战略延续,2,1
raw:战略建议,2,1
raw:战略意图,2,1
raw:战略据点,2,1
raw:战略推进,2,1
raw:战略支援,2,1
raw:战略节点,2,1
raw:战略要道,2,1
raw:战略调整,2,1
raw:战略转变,2,1
raw:战略转移路线,2,1
raw:战略重心,2,1
raw:所属机构,2,1
raw:手段-目标,2,1
raw:手稿记载,2,1
raw:扑向,2,1
raw:打入控制,2,1
raw:打入机构,2,1
raw:打出,2,1
raw:打垮,2,1
raw:打死,2,1
raw:打退,2,1
raw:执笔整理,2,1
raw:执行主体-事件,2,1
raw:执行于,2,1
raw:执行交接,2,1
raw:执行决策,2,1
raw:执行抓捕,2,1
raw:执行者-任务,2,1
raw:扩充,2,1
raw:扩军,2,1
raw:扩占勾结,2,1
raw:扩红,2,1
raw:扮演,2,1
raw:批准枪决,2,1
raw:批准设立,2,1
raw:批判关系,2,1
raw:扼守,2,1
raw:扼守于,2,1
raw:找,2,1
raw:承认,2,1
raw:承诺,2,1
raw:承载载体,2,1
raw:技术支持,2,1
raw:抄没,2,1
raw:抑制,2,1
raw:抒发,2,1
raw:抓住,2,1
raw:抓捕者与被捕者,2,1
raw:抓捕者与被逮捕者,2,1
raw:抓捕行动参与者,2,1
raw:抓获处决,2,1
raw:投案,2,1
raw:投考,2,1
raw:投身,2,1
raw:投递,2,1
raw:抗议于,2,1
raw:抚养关系,2,1
raw:护厂行动,2,1
raw:护送/联络,2,1
raw:报告者,2,1
raw:报道/谴责,2,1
raw:押送地点,2,1
raw:抽调组建,2,1
raw:担任副书记,2,1
raw:担任司令员,2,1
raw:担任局长,2,1
raw:担任支书,2,1
raw:担任政委,2,1
raw:担任正副主任,2,1
raw:担任经理,2,1
raw:担任负责人,2,1
raw:担任院长,2,1
raw:担保营救,2,1
raw:拘禁,2,1
raw:招聘,2,1
raw:拟制,2,1
raw:拟处,2,1
raw:拟定,2,1
raw:拟调往,2,1
raw:拦截,2,1
raw:拷问,2,1
raw:指定负责,2,1
raw:指导/支持,2,1
raw:指导于,2,1
raw:指导依据,2,1
raw:指导创办,2,1
raw:指导建立,2,1
raw:指导成立,2,1
raw:指导支持,2,1
raw:指导策略,2,1
raw:指挥-作战区域,2,1
raw:指挥-目标,2,1
raw:指挥/作战,2,1
raw:指挥/侦察,2,1
raw:指挥/决策,2,1
raw:指挥/联系,2,1
raw:指挥/防堵,2,1
raw:指挥保障,2,1
raw:指挥剿匪,2,1
raw:指挥反冲锋于,2,1
raw:指挥战场,2,1
raw:指挥战斗区域,2,1
raw:指挥战斗地点,2,1
raw:指挥所,2,1
raw:指挥攻取,2,1
raw:指挥活动,2,1
raw:指挥消灭,2,1
raw:指挥者与地点,2,1
raw:指挥解放,2,1
raw:指挥进攻,2,1
raw:指挥进攻于,2,1
raw:指挥部驻地,2,1
raw:指示下发,2,1
raw:指示于,2,1
raw:指示传达者,2,1
raw:指示关联,2,1
raw:指示剿灭,2,1
raw:指示工作,2,1
raw:指示开辟,2,1
raw:指示成立,2,1
raw:挑水,2,1
raw:挑选,2,1
raw:挫败,2,1
raw:挺身而出,2,1
raw:捐款,2,1
raw:捕捉,2,1
raw:损害,2,1
raw:据点控制,2,1
raw:据理力争,2,1
raw:授予称号,2,1
raw:授课/辅导,2,1
raw:授课者,2,1
raw:排演,2,1
raw:排练,2,1
raw:掠夺,2,1
raw:探望与营救,2,1
raw:探监,2,1
raw:接任领导,2,1
raw:接关系,2,1
raw:接受教育,2,1
raw:接回,2,1
raw:接头于,2,1
raw:接头点,2,1
raw:接头联系,2,1
raw:接应点,2,1
raw:接应行动,2,1
raw:接应起义,2,1
raw:接收方,2,1
raw:接济,2,1
raw:接管关系,2,1
raw:接管者,2,1
raw:接纳/考察,2,1
raw:接续,2,1
raw:接见/指导,2,1
raw:接见关系,2,1
raw:接见指示,2,1
raw:控制人物,2,1
raw:控制武装,2,1
raw:控诉对象,2,1
raw:推广期,2,1
raw:推行于,2,1
raw:掩护-人物,2,1
raw:掩护-被掩护者,2,1
raw:掩护支持,2,1
raw:掩护活动,2,1
raw:掩护组织,2,1
raw:掩护行动地点,2,1
raw:掩护转移,2,1
raw:掩藏地点,2,1
raw:描绘,2,1
raw:提交,2,1
raw:提供史料,2,1
raw:提供场所,2,1
raw:提供情报支持,2,1
raw:提供掩护,2,1
raw:提供支援,2,1
raw:提供条件,2,1
raw:提供武器,2,1
raw:提供物资,2,1
raw:提供职业掩护,2,1
raw:提出主张,2,1
raw:提出者-成果,2,1
raw:揭竿而起,2,1
raw:搜山,2,1
raw:搜查者-地点,2,1
raw:搭建,2,1
raw:携带者,2,1
raw:摘抄,2,1
raw:撤离于,2,1
raw:撤离指令,2,1
raw:撤离路线,2,1
raw:撤退路径,2,1
raw:撤退途经地,2,1
raw:撤销,2,1
raw:播下,2,1
raw:撰写文章,2,1
raw:撰稿对象,2,1
raw:操纵,2,1
raw:擒获击毙,2,1
raw:支持/推荐,2,1
raw:支持机构,2,1
raw:支持活动,2,1
raw:支持物,2,1
raw:支持者与被支持者,2,1
raw:支持设施,2,1
raw:支援-被支援,2,1
raw:支援力量,2,1
raw:支援单位,2,1
raw:支援地,2,1
raw:支援路线,2,1
raw:支援配合,2,1
raw:支撑事件,2,1
raw:支撑会师,2,1
raw:支撑体系,2,1
raw:支部书记,2,1
raw:收兑,2,1
raw:收养/保护,2,1
raw:收复/驻防,2,1
raw:收容,2,1
raw:收留/安葬,2,1
raw:收缴地点,2,1
raw:收购,2,1
raw:改善生活,2,1
raw:改编者,2,1
raw:改进,2,1
raw:攻克地,2,1
raw:攻击-目标,2,1
raw:攻击方,2,1
raw:攻击者,2,1
raw:攻占/击溃,2,1
raw:攻占行动,2,1
raw:政权机构,2,1
raw:政治事件,2,1
raw:政治利用,2,1
raw:政治处主任,2,1
raw:政治对话,2,1
raw:政治指导,2,1
raw:政治攻心,2,1
raw:政治联系,2,1
raw:政治联络,2,1
raw:政治选择,2,1
raw:政策传达者,2,1
raw:政策导向,2,1
raw:政策影响,2,1
raw:政策支持,2,1
raw:政策目标,2,1
raw:故乡,2,1
raw:效忠,2,1
raw:敌对策划,2,1
raw:敌方,2,1
raw:救助者,2,1
raw:救助行为,2,1
raw:救护关系,2,1
raw:救援,2,1
raw:救治关系,2,1
raw:救治地,2,1
raw:教,2,1
raw:教学/斗争场所,2,1
raw:教学人员,2,1
raw:教学场所,2,1
raw:教学点,2,1
raw:教材来源,2,1
raw:教育-组织,2,1
raw:教育主体,2,1
raw:教育争取,2,1
raw:教育感化,2,1
raw:教育支持,2,1
raw:整改,2,1
raw:整改记录,2,1
raw:整编/指挥,2,1
raw:整编区域,2,1
raw:文化载体,2,1
raw:文物保存地,2,1
raw:文物关联,2,1
raw:文物归属,2,1
raw:文物来源,2,1
raw:文献,2,1
raw:文献保存地,2,1
raw:斗争/牺牲,2,1
raw:斗争于,2,1
raw:斗争关联,2,1
raw:斗争形式,2,1
raw:斗争背景,2,1
raw:方向,2,1
raw:方针,2,1
raw:旧址,2,1
raw:时间-人物,2,1
raw:时间序列,2,1
raw:时间节点,2,1
raw:智取/威慑,2,1
raw:智骗,2,1
raw:暗中支持,2,1
raw:暴动,2,1
raw:曾任,2,1
raw:服务区域,2,1
raw:服役于,2,1
raw:朗诵,2,1
raw:机构,2,1
raw:机构-人员,2,1
raw:机构-实践,2,1
raw:机构-政策,2,1
raw:机构驻地,2,1
raw:杀害者与受害者,2,1
raw:杀死,2,1
raw:权委/收编,2,1
raw:来自,2,1
raw:构筑于,2,1
raw:查封事件,2,1
raw:查禁,2,1
raw:查阅,2,1
raw:标识,2,1
raw:标识物,2,1
raw:树立,2,1
raw:校长,2,1
raw:核心关联,2,1
raw:核心策略,2,1
raw:核心议题,2,1
raw:案例-事件,2,1
raw:模范,2,1
raw:模范履行,2,1
raw:欢送,2,1
raw:款待,2,1
raw:正式委员,2,1
raw:武器,2,1
raw:武器移交,2,1
raw:武器输送者,2,1
raw:武装,2,1
raw:武装反抗,2,1
raw:武装合作,2,1
raw:武装工具,2,1
raw:武装支援,2,1
raw:武装阻拦,2,1
raw:歼灭俘虏,2,1
raw:殉难,2,1
raw:残害,2,1
raw:母亲,2,1
raw:求学地,2,1
raw:汇合地点,2,1
raw:汇报工作,2,1
raw:没收对象,2,1
raw:没收粮食,2,1
raw:治疗休养,2,1
raw:治疗地点,2,1
raw:沿,2,1
raw:沿岸,2,1
raw:沿岸关联,2,1
raw:泅渡,2,1
raw:注意,2,1
raw:活动-场所,2,1
raw:活动-手段,2,1
raw:活动/奇袭,2,1
raw:活动/滋扰,2,1
raw:活动/策划,2,1
raw:活动/西进,2,1
raw:活动地点-人物,2,1
raw:活动地点关联,2,1
raw:活动对象,2,1
raw:活动形式,2,1
raw:活动目的地,2,1
raw:活动终点,2,1
raw:活动网络,2,1
raw:派出工作组,2,1
raw:派取经费,2,1
raw:派送,2,1
raw:派遣干部,2,1
raw:派驻,2,1
raw:流亡地点,2,1
raw:涉及事件,2,1
raw:涉案人员,2,1
raw:深入开辟,2,1
raw:清剿行动,2,1
raw:清匪建政,2,1
raw:清点,2,1
raw:渗透企图,2,1
raw:渗透对象,2,1
raw:渡江事件,2,1
raw:渡江目标,2,1
raw:渡河点,2,1
raw:游击,2,1
raw:游击于,2,1
raw:演进关系,2,1
raw:潜回,2,1
raw:潜逃,2,1
raw:澄清,2,1
raw:激化,2,1
raw:激发,2,1
raw:激战/突围,2,1
raw:激战于,2,1
raw:炮击,2,1
raw:炸开,2,1
raw:焚烧,2,1
raw:煮食,2,1
raw:爆破攻坚,2,1
raw:牢记,2,1
raw:物-人关联,2,1
raw:物-地,2,1
raw:物-地点,2,1
raw:物与事件,2,1
raw:物品,2,1
raw:物品传递,2,1
raw:物质与组织载体,2,1
raw:物资中转,2,1
raw:物资中转站,2,1
raw:物资传递,2,1
raw:物资保障,2,1
raw:物资来源地,2,1
raw:物资获取,2,1
raw:物资转运点,2,1
raw:牵回,2,1
raw:特务渗透,2,1
raw:牺牲-地点,2,1
raw:牺牲与镇压,2,1
raw:牺牲地关联,2,1
raw:牺牲对象,2,1
raw:犒劳,2,1
raw:犯罪行为关联,2,1
raw:献计,2,1
raw:率军摧毁,2,1
raw:率红军主力转移到,2,1
raw:率部回到,2,1
raw:率部清剿,2,1
raw:率部起义,2,1
raw:率部进攻,2,1
raw:率领红军集结于,2,1
raw:理论指导,2,1
raw:理论教育,2,1
raw:生产地-产品,2,1
raw:生产支援,2,1
raw:甩开,2,1
raw:由...成立,2,1
raw:由...组成,2,1
raw:申请入党,2,1
raw:电报联络,2,1
raw:留下装备,2,1
raw:痛击,2,1
raw:监听,2,1
raw:监督人,2,1
raw:监视/派员,2,1
raw:监视关系,2,1
raw:监视地点,2,1
raw:盘查,2,1
raw:盘踞/退守,2,1
raw:盘问,2,1
raw:目标-任务,2,1
raw:目标导向,2,1
raw:直插,2,1
raw:直逼,2,1
raw:相关事件与领导机构,2,1
raw:相关于,2,1
raw:相关地理,2,1
raw:相关地理环境,2,1
raw:相关记录,2,1
raw:看望,2,1
raw:督师,2,1
raw:瞻仰于,2,1
raw:研究于,2,1
raw:研究区域,2,1
raw:研讨,2,1
raw:砸碎,2,1
raw:示范,2,1
raw:示范带动于,2,1
raw:社会关系,2,1
raw:社长,2,1
raw:离别,2,1
raw:秘密发展,2,1
raw:秘密发展会员,2,1
raw:秘密联络点,2,1
raw:移交/支援,2,1
raw:移交方,2,1
raw:移防至,2,1
raw:移驻,2,1
raw:移驻/征发,2,1
raw:移驻于,2,1
raw:移驻地,2,1
raw:空前高涨,2,1
raw:穿过,2,1
raw:突击,2,1
raw:突围汇合,2,1
raw:突围目标,2,1
raw:突破地点,2,1
raw:窜扰于,2,1
raw:窜逃,2,1
raw:站立于,2,1
raw:章程起草,2,1
raw:策划于,2,1
raw:策划发动,2,1
raw:策划者,2,1
raw:策划谋杀,2,1
raw:策反者,2,1
raw:策略对抗,2,1
raw:筹划者,2,1
raw:筹办者,2,1
raw:筹建者,2,1
raw:签署人,2,1
raw:签署者,2,1
raw:签署者-文件,2,1
raw:签订协定,2,1
raw:管控,2,1
raw:管理关联,2,1
raw:管理对象,2,1
raw:管辖-区域,2,1
raw:籍贯/关联地,2,1
raw:籍贯/故乡,2,1
raw:籍贯/活动地点,2,1
raw:籍贯关系,2,1
raw:类比,2,1
raw:精神产物,2,1
raw:精神传播,2,1
raw:精神升华,2,1
raw:精神指引,2,1
raw:精神激励,2,1
raw:素材来源,2,1
raw:纠正对象,2,1
raw:纪念地点,2,1
raw:纪念场所-人物,2,1
raw:纪念物,2,1
raw:组建/合作,2,1
raw:组建/领导,2,1
raw:组建单位,2,1
raw:组建指挥,2,1
raw:组成人员,2,1
raw:组织-出版物,2,1
raw:组织-分支,2,1
raw:组织-创建物,2,1
raw:组织-媒介,2,1
raw:组织-实施区域,2,1
raw:组织-实施地区,2,1
raw:组织-群体,2,1
raw:组织-设施,2,1
raw:组织-载体,2,1
raw:组织-遵循,2,1
raw:组织/动员,2,1
raw:组织/强迫,2,1
raw:组织/指导,2,1
raw:组织/编撰,2,1
raw:组织/隶属,2,1
raw:组织与执行,2,1
raw:组织介绍,2,1
raw:组织传播,2,1
raw:组织关系接转,2,1
raw:组织分布,2,1
raw:组织协同,2,1
raw:组织单位-人物,2,1
raw:组织变革,2,1
raw:组织工作,2,1
raw:组织工具,2,1
raw:组织暴动,2,1
raw:组织机构-实体,2,1
raw:组织构成,2,1
raw:组织武装,2,1
raw:组织目标,2,1
raw:组织者-作品,2,1
raw:组织者-组织物,2,1
raw:组织联动,2,1
raw:组织联络,2,1
raw:组织节点,2,1
raw:组织调动,2,1
raw:组织起源,2,1
raw:组织转移,2,1
raw:组织阅读,2,1
raw:组织防御,2,1
raw:组织隶属关系,2,1
raw:终点,2,1
raw:终结,2,1
raw:经,2,1
raw:经历者,2,1
raw:经济关系,2,1
raw:经济建设,2,1
raw:经济控制,2,1
raw:经济支撑,2,1
raw:经济斗争,2,1
raw:经费拨付,2,1
raw:经验借鉴,2,1
raw:结合进行,2,1
raw:结婚,2,1
raw:统一指挥,2,1
raw:统一领导,2,1
raw:统办,2,1
raw:统战团结,2,1
raw:统战联系,2,1
raw:继承发扬,2,1
raw:维护者,2,1
raw:编创,2,1
raw:编唱,2,1
raw:编撰者,2,1
raw:编纂出版,2,1
raw:缴械投降,2,1
raw:缴获地点,2,1
raw:缴获武器,2,1
raw:群众纪律,2,1
raw:翻译张贴,2,1
raw:翻越地点,2,1
raw:翻越进入,2,1
raw:考察对象,2,1
raw:职务-人物,2,1
raw:职务代理,2,1
raw:职务隶属,2,1
raw:职责分配,2,1
raw:联动关系,2,1
raw:联合对象,2,1
raw:联合抓捕,2,1
raw:联系工作,2,1
raw:联系请求,2,1
raw:联络-对象,2,1
raw:联络/指示,2,1
raw:联络人-事件,2,1
raw:联络区域,2,1
raw:联络协助,2,1
raw:联络场所,2,1
raw:联络工作,2,1
raw:联络户,2,1
raw:联络指挥,2,1
raw:联络接洽,2,1
raw:联络枢纽,2,1
raw:联络点-地点,2,1
raw:联络点关联,2,1
raw:联络路线,2,1
raw:職務關係,2,1
raw:背叛/牺牲关系,2,1
raw:背叛行为,2,1
raw:背负,2,1
raw:胜利,2,1
raw:胜利因素,2,1
raw:脱险,2,1
raw:自首,2,1
raw:范围,2,1
raw:草签,2,1
raw:荣获,2,1
raw:获取信息,2,1
raw:获得表彰,2,1
raw:营救关联,2,1
raw:营救地点,2,1
raw:营救目标,2,1
raw:葬处,2,1
raw:藏匿于,2,1
raw:藏身,2,1
raw:行为者,2,1
raw:行使,2,1
raw:行军/战斗,2,1
raw:行军休整,2,1
raw:行军经过,2,1
raw:行动中心,2,1
raw:行动协调,2,1
raw:行动参与,2,1
raw:行动参与者,2,1
raw:行动执行者,2,1
raw:行动起点,2,1
raw:行动轨迹,2,1
raw:行政行动,2,1
raw:行进,2,1
raw:衔接,2,1
raw:补助,2,1
raw:表彰单位,2,1
raw:表演,2,1
raw:被处置,2,1
raw:被审判对象,2,1
raw:被审讯,2,1
raw:被带走,2,1
raw:被开除学籍,2,1
raw:被打击对象,2,1
raw:被批评,2,1
raw:被捕同案犯,2,1
raw:被捕处决,2,1
raw:被捕牵连,2,1
raw:被收买,2,1
raw:被改造,2,1
raw:被斗争对象,2,1
raw:被暗算,2,1
raw:被枪杀,2,1
raw:被查获,2,1
raw:被残忍杀害,2,1
raw:被清剿,2,1
raw:被破坏,2,1
raw:被绑架,2,1
raw:被迫,2,1
raw:被迫答应,2,1
raw:被追捕对象,2,1
raw:被镇压对象,2,1
raw:袭击事件,2,1
raw:袭击破坏,2,1
raw:西窜,2,1
raw:西窜/转移,2,1
raw:西窜至,2,1
raw:西进,2,1
raw:要求参加,2,1
raw:要求完成,2,1
raw:要求释放,2,1
raw:要求镇压,2,1
raw:规定保护,2,1
raw:解往,2,1
raw:解放时间,2,1
raw:誊写,2,1
raw:警戒,2,1
raw:计划创建,2,1
raw:计划发生在,2,1
raw:计划枪杀对象,2,1
raw:计划活动于,2,1
raw:计划渡越,2,1
raw:计划行动方向,2,1
raw:订阅,2,1
raw:认购于,2,1
raw:讨论内容,2,1
raw:训练/教育,2,1
raw:训练委员,2,1
raw:议论,2,1
raw:记录/考证,2,1
raw:记录对象,2,1
raw:记录载体,2,1
raw:记述,2,1
raw:讲解内容,2,1
raw:讲话/慰问,2,1
raw:讲话人,2,1
raw:设备来源,2,1
raw:设指挥部,2,1
raw:设立机构,2,1
raw:设防,2,1
raw:证明,2,1
raw:评价关系,2,1
raw:试办,2,1
raw:试点,2,1
raw:试点区域,2,1
raw:诞生于,2,1
raw:诞生地,2,1
raw:诬陷关系,2,1
raw:语言接触,2,1
raw:误判,2,1
raw:误认,2,1
raw:诱骗对象,2,1
raw:说情,2,1
raw:说明,2,1
raw:说服关系,2,1
raw:请医治疗,2,1
raw:请愿对象,2,1
raw:请援,2,1
raw:请示汇报,2,1
raw:调令/防堵,2,1
raw:调任地点,2,1
raw:调度,2,1
raw:调来,2,1
raw:调查区域,2,1
raw:调查处理,2,1
raw:调查访问,2,1
raw:调研-对象,2,1
raw:调遣,2,1
raw:调驻,2,1
raw:谈判参与者,2,1
raw:谈判合作,2,1
raw:象征关联,2,1
raw:负伤地点,2,1
raw:负责事件,2,1
raw:负责关系,2,1
raw:负责护送,2,1
raw:负责接管,2,1
raw:负责筹建,2,1
raw:负责训练,2,1
raw:负责领域,2,1
raw:责成,2,1
raw:质询,2,1
raw:质问对象,2,1
raw:贯彻于,2,1
raw:贸易路线,2,1
raw:资助关系,2,1
raw:资金转移,2,1
raw:赈济,2,1
raw:赞颂,2,1
raw:赠予物,2,1
raw:赠送物品,2,1
raw:赶走,2,1
raw:赶赴,2,1
raw:起义地,2,1
raw:起义支援,2,1
raw:起义联络,2,1
raw:起义解放,2,1
raw:起源,2,1
raw:起点,2,1
raw:起草人,2,1
raw:跟踪追击,2,1
raw:跟随/掉队,2,1
raw:路径关联,2,1
raw:路线影响,2,1
raw:跳入,2,1
raw:踊跃,2,1
raw:转为,2,1
raw:转化关系,2,1
raw:转化对象,2,1
raw:转告,2,1
raw:转战地区,2,1
raw:转战地点,2,1
raw:转折点,2,1
raw:转移/交接,2,1
raw:转移/战斗,2,1
raw:转移工作,2,1
raw:转运至,2,1
raw:软禁,2,1
raw:载体-事件,2,1
raw:载体-价值观,2,1
raw:载体关系,2,1
raw:输送干部,2,1
raw:辖属关系,2,1
raw:辨析,2,1
raw:迁就,2,1
raw:迁居历史地点,2,1
raw:迁居地,2,1
raw:迁徙地,2,1
raw:迁移关联,2,1
raw:迁移地点,2,1
raw:迁移路径,2,1
raw:迁葬地点,2,1
raw:过河地点,2,1
raw:迎头痛击,2,1
raw:迎接于,2,1
raw:运营主体,2,1
raw:运营地点,2,1
raw:运输对象,2,1
raw:运输组织,2,1
raw:运输路径,2,1
raw:运送至,2,1
raw:返乡,2,1
raw:返回地,2,1
raw:返回地点,2,1
raw:进入/架设,2,1
raw:进城,2,1
raw:进攻/登陆,2,1
raw:进攻方,2,1
raw:进攻计划,2,1
raw:进驻于,2,1
raw:进驻地,2,1
raw:远征,2,1
raw:连接区域,2,1
raw:连长,2,1
raw:追击于,2,1
raw:追击对象,2,1
raw:追击歼灭,2,1
raw:追剿/击溃,2,1
raw:追剿/夹击,2,1
raw:追剿对象,2,1
raw:追悼,2,1
raw:追捕者-人物,2,1
raw:追捕落网,2,1
raw:追歼活捉,2,1
raw:追缴,2,1
raw:追赶,2,1
raw:退却,2,1
raw:退守于,2,1
raw:送交,2,1
raw:送信,2,1
raw:送别关系,2,1
raw:送往,2,1
raw:送盐,2,1
raw:送粮,2,1
raw:送行,2,1
raw:逃亡路线,2,1
raw:选入,2,1
raw:选定,2,1
raw:透露,2,1
raw:递交备忘录,2,1
raw:通信关系,2,1
raw:通讯,2,1
raw:通道,2,1
raw:逼迫,2,1
raw:遇害于,2,1
raw:遇害关联,2,1
raw:遇难地点,2,1
raw:遗失-发现,2,1
raw:遗存-物资,2,1
raw:遗留物,2,1
raw:遭受剥削,2,1
raw:遭遇/战斗,2,1
raw:遭遇/抵抗,2,1
raw:遭遇与牺牲,2,1
raw:遭遇地,2,1
raw:遭遇战,2,1
raw:避难,2,1
raw:避难关联,2,1
raw:邀请/会见,2,1
raw:部署/联络,2,1
raw:部署接管,2,1
raw:配合-军事行动,2,1
raw:配合围剿,2,1
raw:配合支援,2,1
raw:配合方,2,1
raw:配套措施,2,1
raw:酝酿于,2,1
raw:采用策略,2,1
raw:采纳,2,1
raw:采访,2,1
raw:采访/记录,2,1
raw:重建,2,1
raw:重点区域,2,1
raw:重点部署,2,1
raw:重访题字,2,1
raw:重逢,2,1
raw:销售,2,1
raw:镇压-对象,2,1
raw:镇压关系,2,1
raw:问题,2,1
raw:防务接替,2,1
raw:防御行动,2,1
raw:阴谋,2,1
raw:阵地,2,1
raw:阻击战斗,2,1
raw:阻隔,2,1
raw:陈列,2,1
raw:随行,2,1
raw:隐匿,2,1
raw:隐蔽任教,2,1
raw:隐蔽地,2,1
raw:隐蔽活动,2,1
raw:隐蔽转移,2,1
raw:隐藏,2,1
raw:隶属关联,2,1
raw:集中于,2,1
raw:集会地点,2,1
raw:集会场所,2,1
raw:集结主力于,2,1
raw:雇佣/管理,2,1
raw:需要证据支持,2,1
raw:革命传承,2,1
raw:革命动员,2,1
raw:革命情谊,2,1
raw:革命指导,2,1
raw:革命教育,2,1
raw:革命斗争,2,1
raw:革命活动关联,2,1
raw:革命活动发生地,2,1
raw:革命英烈,2,1
raw:顽抗据守,2,1
raw:颁发机构,2,1
raw:颁布法规,2,1
raw:领导-事件,2,1
raw:领导-执行,2,1
raw:领导-配合,2,1
raw:领导/应对,2,1
raw:领导/控制,2,1
raw:领导/暴露,2,1
raw:领导/牺牲,2,1
raw:领导/隶属,2,1
raw:领导与恢复,2,1
raw:领导与执行者,2,1
raw:领导交接,2,1
raw:领导人,2,1
raw:领导人物,2,1
raw:领导决策,2,1
raw:领导学运于,2,1
raw:领导实践,2,1
raw:领导应对,2,1
raw:领导建设,2,1
raw:领导战斗,2,1
raw:领导执行,2,1
raw:领导据点,2,1
raw:领导改造,2,1
raw:领导机关,2,1
raw:领导权交接,2,1
raw:领导粉碎,2,1
raw:领导起义,2,1
raw:领导驱逐,2,1
raw:题写者-作品,2,1
raw:题词于,2,1
raw:题诗,2,1
raw:首领,2,1
raw:驱逐对象,2,1
raw:驻剿,2,1
raw:驻在,2,1
raw:驻地/出发地,2,1
raw:驻地转移,2,1
raw:驻扎/休养,2,1
raw:驻扎地-单位,2,1
raw:驻扎宣传,2,1
raw:验证,2,1
raw:骚扰,2,1
raw:高呼口号/压制,2,1
raw:魂,2,1
disseminated_at,1,0
prototype_for,1,0
raw:belongs_to_stage,1,1
raw:betrayed,1,1
raw:comrade_of,1,1
raw:controlled,1,1
raw:evolved_into,1,1
raw:exploited,1,1
raw:has_value_facet,1,1
raw:spouse_of,1,1
raw:transmitted_by,1,1
raw:within_basin,1,1
raw:一同被解往南京,1,1
raw:三渡,1,1
raw:上交黄金,1,1
raw:上报审批,1,1
raw:上级-事件,1,1
raw:上级/联系人,1,1
raw:上级部署,1,1
raw:上缴,1,1
raw:上街,1,1
raw:下乡绑票,1,1
raw:下令抓,1,1
raw:下令搜捕,1,1
raw:下令撤退,1,1
raw:下令斩断,1,1
raw:下令查办,1,1
raw:下令毁掉,1,1
raw:下令解散,1,1
raw:下令逮捕,1,1
raw:下令释放,1,1
raw:下发条例,1,1
raw:下属组织,1,1
raw:下放,1,1
raw:下设机构,1,1
raw:下达计划于,1,1
raw:下达进攻命令于,1,1
raw:不执行,1,1
raw:不拉夫,1,1
raw:不拿,1,1
raw:不敢,1,1
raw:不服从,1,1
raw:不熟悉,1,1
raw:不符,1,1
raw:不能击破,1,1
raw:专案处理,1,1
raw:专访,1,1
raw:业务关联,1,1
raw:业务合作,1,1
raw:业务行动,1,1
raw:东征路线,1,1
raw:东移至,1,1
raw:丢弃,1,1
raw:严令指挥,1,1
raw:严令防堵,1,1
raw:严刑拷打,1,1
raw:严守,1,1
raw:严惩,1,1
raw:严惩关系,1,1
raw:严斥/关注,1,1
raw:严格划分,1,1
raw:严格甄别,1,1
raw:严禁,1,1
raw:严禁窝藏,1,1
raw:个人-组织,1,1
raw:个人事迹,1,1
raw:个人负责,1,1
raw:中介,1,1
raw:中介地点,1,1
raw:中坚,1,1
raw:中弹,1,1
raw:中心任务,1,1
raw:中心区,1,1
raw:中止,1,1
raw:中转,1,1
raw:中转地,1,1
raw:中转地点,1,1
raw:中转掩护,1,1
raw:中转站,1,1
raw:中转站连接,1,1
raw:中转联系,1,1
raw:串联关系,1,1
raw:串联组织,1,1
raw:串连,1,1
raw:串连组织,1,1
raw:临危受命,1,1
raw:临岸,1,1
raw:临时书记,1,1
raw:临时指定,1,1
raw:临时联络人,1,1
raw:临时负责,1,1
raw:临时驻地,1,1
raw:临近关系,1,1
raw:主人公,1,1
raw:主任,1,1
raw:主体-决策,1,1
raw:主体-委托,1,1
raw:主体-客体,1,1
raw:主体-工具,1,1
raw:主体-开展,1,1
raw:主体-执行,1,1
raw:主体-指导,1,1
raw:主体-推广,1,1
raw:主体-政策,1,1
raw:主体-物,1,1
raw:主体-示范,1,1
raw:主体-组织,1,1
raw:主体-行为,1,1
raw:主体-部署,1,1
raw:主体关联,1,1
raw:主使逮捕,1,1
raw:主力,1,1
raw:主动投降,1,1
raw:主动放弃,1,1
raw:主导/说服,1,1
raw:主导创建,1,1
raw:主导制定,1,1
raw:主导思想,1,1
