原始谓词,规范谓词,断言数
raw:负伤于,raw:负伤于,5
raw:负责人-组织,raw:负责人-组织,5
raw:贯彻期,raw:贯彻期,5
raw:路线经过,raw:路线经过,5
raw:躲避地点,raw:躲避地点,5
raw:转战区域,raw:转战区域,5
raw:辖属,governed,5
raw:迁移关系,raw:迁移关系,5
raw:过境,traveled_to,5
raw:运输通道,raw:运输通道,5
raw:进军方向,raw:进军方向,5
raw:进抵,raw:进抵,5
raw:进攻行动,raw:进攻行动,5
raw:进驻地点,stationed_at,5
raw:追捕对象,raw:追捕对象,5
raw:适用,raw:适用,5
raw:途经区域,raw:途经区域,5
raw:通信对象,raw:通信对象,5
raw:通知转移,raw:通知转移,5
raw:遇难者,raw:遇难者,5
raw:避难地,raw:避难地,5
raw:酝酿,raw:酝酿,5
raw:针对目标,raw:针对目标,5
raw:钳制,raw:钳制,5
raw:防御区域,raw:防御区域,5
raw:防御目标,raw:防御目标,5
raw:防御阵地,raw:防御阵地,5
raw:震慑,raw:震慑,5
raw:革命协作,collaborated_with,5
raw:革命同志关系,comrade_of,5
raw:领导-被领导,reported_to,5
raw:领导/协作,colleague_of,5
raw:领导/指挥,raw:领导/指挥,5
raw:领导/支持,raw:领导/支持,5
raw:领导/组织,raw:领导/组织,5
raw:领导/被领导,raw:领导/被领导,5
raw:领导创建,raw:领导创建,5
raw:领导建立,created,5
raw:题写者,raw:题写者,5
visited,raw:visited,5
documented_in,raw:documented_in,4
formed_during,raw:formed_during,4
raw:上级组织,raw:上级组织,4
raw:中心,raw:中心,4
raw:主持/致词,raw:主持/致词,4
raw:主持人,raw:主持人,4
raw:主持成立,raw:主持成立,4
raw:事/地关联,raw:事/地关联,4
raw:事件-人物关联,raw:事件-人物关联,4
raw:事件-影响,influenced,4
raw:事件-时间,occurred_during,4
raw:事件-物,raw:事件-物,4
raw:事件-生成,raw:事件-生成,4
raw:事件-目的,raw:事件-目的,4
raw:事件与组织,raw:事件与组织,4
raw:事件人物关联,raw:事件人物关联,4
raw:事件发生地关联,raw:事件发生地关联,4
raw:交代,raw:交代,4
raw:交出,raw:交出,4
raw:交往,raw:交往,4
raw:交流,raw:交流,4
raw:交涉/部署,raw:交涉/部署,4
raw:交谈,raw:交谈,4
raw:交通员,raw:交通员,4
raw:交通线,raw:交通线,4
raw:交通联系,raw:交通联系,4
raw:产出物资,raw:产出物资,4
raw:产生,raw:产生,4
raw:人-人,raw:人-人,4
raw:人/事,raw:人/事,4
raw:人事关联,raw:人事关联,4
raw:人员输送,raw:人员输送,4
raw:人物-场所,raw:人物-场所,4
raw:人物-实践,carried_out,4
raw:人物-打击,raw:人物-打击,4
raw:人物-行动,raw:人物-行动,4
raw:人物与组织关联,raw:人物与组织关联,4
raw:人物事件关联,raw:人物事件关联,4
raw:介绍加入组织,raw:介绍加入组织,4
raw:介绍者-被介绍者,introduced,4
raw:代理,raw:代理,4
raw:代销关系,raw:代销关系,4
raw:任教于,raw:任教于,4
raw:任职地-人物,raw:任职地-人物,4
raw:任职机构,worked_at,4
raw:伏击,fought_at,4
raw:休整于,stationed_at,4
raw:优待,raw:优待,4
raw:会址,located_in,4
raw:会师关系,raw:会师关系,4
raw:会师地,raw:会师地,4
raw:会议场所,raw:会议场所,4
raw:会谈商定,raw:会谈商定,4
raw:传播关系,raw:传播关系,4
raw:传播渠道,raw:传播渠道,4
raw:传播者-媒介,raw:传播者-媒介,4
raw:传递关系,raw:传递关系,4
raw:传递物,raw:传递物,4
raw:伴随,raw:伴随,4
raw:体现精神,embodied_by_organization,4
raw:作序,raw:作序,4
raw:作战关联,fought_at,4
raw:作战路线,raw:作战路线,4
raw:作用于,raw:作用于,4
raw:使用场所,raw:使用场所,4
raw:使用武器,used_artifact,4
raw:使用物品,raw:使用物品,4
raw:使用者-武器,used_artifact,4
raw:供应联系,raw:供应联系,4
raw:依托于,raw:依托于,4
raw:依据文件,raw:依据文件,4
raw:侦察目标,raw:侦察目标,4
raw:侦查行动,raw:侦查行动,4
raw:侵占,raw:侵占,4
raw:保护对象-负责人,raw:保护对象-负责人,4
raw:信念,raw:信念,4
raw:信息提供者,raw:信息提供者,4
raw:偷渡,raw:偷渡,4
raw:入党关系,raw:入党关系,4
raw:关怀对象,raw:关怀对象,4
raw:关押场所,imprisoned_at,4
raw:关联事件与地域,raw:关联事件与地域,4
raw:关联事件与纪念物,raw:关联事件与纪念物,4
raw:关联任务,raw:关联任务,4
raw:关联地-组织,raw:关联地-组织,4
raw:关联地点人物,raw:关联地点人物,4
raw:关联活动,raw:关联活动,4
raw:关键,raw:关键,4
raw:冒名顶替,raw:冒名顶替,4
raw:写标语,raw:写标语,4
raw:军事包围,raw:军事包围,4
raw:军事应对,raw:军事应对,4
raw:军事控制,raw:军事控制,4
raw:军事联络,contacted,4
raw:军事行动-地点,fought_at,4
raw:军民情谊,raw:军民情谊,4
raw:农民协会成立大会,raw:农民协会成立大会,4
raw:冲突关联,raw:冲突关联,4
raw:决策-事件,raw:决策-事件,4
raw:决策参与者,raw:决策参与者,4
raw:出发地点,raw:出发地点,4
raw:出版单位,raw:出版单位,4
raw:出生地/活动地,raw:出生地/活动地,4
raw:出谷,raw:出谷,4
raw:击破,raw:击破,4
raw:分兵,raw:分兵,4
raw:分化,raw:分化,4
raw:分布区域,raw:分布区域,4
raw:创作/传播,raw:创作/传播,4
raw:创办者-作品,raw:创办者-作品,4
raw:创建于,raw:创建于,4
raw:创建领导,raw:创建领导,4
raw:创立者,created,4
raw:判处,raw:判处,4
raw:制定政策,raw:制定政策,4
raw:制定者,formulated,4
raw:刺杀,killed,4
raw:刺杀,raw:刺杀,4
raw:剥削/压迫,raw:剥削/压迫,4
raw:剿匪,raw:剿匪,4
raw:劝导,raw:劝导,4
raw:劝导关系,raw:劝导关系,4
raw:劝降关系,raw:劝降关系,4
raw:加入中国共产党,raw:加入中国共产党,4
raw:动员对象,raw:动员对象,4
raw:劫掠,raw:劫掠,4
raw:势力范围,raw:势力范围,4
raw:勉励,raw:勉励,4
raw:北撤,raw:北撤,4
raw:区域-关联,raw:区域-关联,4
raw:医治,raw:医治,4
raw:升级,raw:升级,4
raw:南下,raw:南下,4
raw:南下,traveled_to,4
raw:参与/牺牲,raw:参与/牺牲,4
raw:参与保护,raw:参与保护,4
raw:参与处决,killed,4
raw:参与对抗,opposed,4
raw:参与战斗,participated_in,4
raw:参与执行,participated_in,4
raw:参与筹备,raw:参与筹备,4
raw:参与记录,participated_in,4
raw:参军,member_of,4
raw:反抗斗争,raw:反抗斗争,4
raw:发出号召,raw:发出号召,4
raw:发展者,raw:发展者,4
raw:发布地点,raw:发布地点,4
raw:发布方,raw:发布方,4
raw:发生在,raw:发生在,4
raw:发表于,raw:发表于,4
raw:发起单位,raw:发起单位,4
raw:发起组织,organized,4
raw:取消,raw:取消,4
raw:受审,raw:受审,4
raw:受审于,raw:受审于,4
raw:叛变投敌,raw:叛变投敌,4
raw:召开会议于,raw:召开会议于,4
raw:史料编纂,raw:史料编纂,4
raw:同学关系,raw:同学关系,4
raw:同战斗经历,raw:同战斗经历,4
raw:同窗,raw:同窗,4
raw:同窗关系,raw:同窗关系,4
raw:同类事件,raw:同类事件,4
raw:同行者,colleague_of,4
raw:后勤保障,raw:后勤保障,4
raw:命名,raw:命名,4
raw:和平解放,liberated,4
raw:回应,raw:回应,4
raw:固守,raw:固守,4
raw:地区-开展,raw:地区-开展,4
raw:地形关联,raw:地形关联,4
raw:地点-人物关联,raw:地点-人物关联,4
raw:地点关系,raw:地点关系,4
raw:地理位置关联,raw:地理位置关联,4
raw:培养/指导,trained,4
raw:培养教育,raw:培养教育,4
raw:奉命,raw:奉命,4
raw:威胁关系,raw:威胁关系,4
raw:威胁对象,raw:威胁对象,4
raw:威逼,raw:威逼,4
raw:存放,raw:存放,4
raw:实行,implemented,4
raw:实践体现,raw:实践体现,4
raw:宣传关系,raw:宣传关系,4
raw:宣传发动,raw:宣传发动,4
raw:宣讲者,raw:宣讲者,4
raw:家庭关系,raw:家庭关系,4
raw:宿营地,stationed_at,4
raw:寄送,raw:寄送,4
raw:密报,raw:密报,4
raw:察看地形,raw:察看地形,4
raw:对抗事件,raw:对抗事件,4
raw:对抗冲突,raw:对抗冲突,4
raw:对抗势力,raw:对抗势力,4
raw:对抗者,raw:对抗者,4
raw:导向,raw:导向,4
raw:导致失败,raw:导致失败,4
raw:就义,raw:就义,4
raw:就义地,raw:就义地,4
raw:就义地点,raw:就义地点,4
raw:就学地点,raw:就学地点,4
raw:展现,raw:展现,4
raw:展示,raw:展示,4
raw:展示对象,raw:展示对象,4
raw:巡视地点,raw:巡视地点,4
raw:工作分工,raw:工作分工,4
raw:工作重点,raw:工作重点,4
raw:带头参加,led,4
raw:带路支援,raw:带路支援,4
raw:帮助,supported,4
raw:平定,raw:平定,4
raw:应对事件,raw:应对事件,4
raw:应对策略,raw:应对策略,4
raw:废除,raw:废除,4
raw:座谈,raw:座谈,4
raw:延伸,raw:延伸,4
raw:延续关系,raw:延续关系,4
raw:建成,raw:建成,4
raw:开展,active_at,4
raw:开展区域,raw:开展区域,4
raw:开展地下工作,raw:开展地下工作,4
raw:开展游击,raw:开展游击,4
raw:开展策反于,raw:开展策反于,4
raw:开赴,raw:开赴,4
raw:开辟根据地区域,raw:开辟根据地区域,4
raw:引导关系,guided,4
raw:引导者,guided,4
raw:强化,raw:强化,4
raw:归顺,raw:归顺,4
raw:彰显,raw:彰显,4
raw:影响区域,influenced,4
raw:征购区域,raw:征购区域,4
raw:征集区域,raw:征集区域,4
raw:态度,raw:态度,4
raw:思想传播,raw:思想传播,4
raw:恢复党籍,raw:恢复党籍,4
raw:恢复关系,raw:恢复关系,4
raw:情报传递者,raw:情报传递者,4
raw:情报提供者,raw:情报提供者,4
raw:情报获取,raw:情报获取,4
raw:意见分歧,raw:意见分歧,4
raw:慰劳,raw:慰劳,4
raw:慰问对象,raw:慰问对象,4
raw:战役指挥,commanded,4
raw:战斗相关,raw:战斗相关,4
raw:战术应对,raw:战术应对,4
raw:战术支撑,raw:战术支撑,4
raw:战术部署,raw:战术部署,4
raw:战略,raw:战略,4
raw:战略背景,raw:战略背景,4
raw:所属关系,located_in,4
raw:打土豪,raw:打土豪,4
raw:托付,raw:托付,4
raw:执行/协助,raw:执行/协助,4
raw:执行与开拓,raw:执行与开拓,4
raw:执行区域,raw:执行区域,4
raw:执行单位,raw:执行单位,4
raw:执行命令,raw:执行命令,4
raw:扩展区域,raw:扩展区域,4
raw:扩建,raw:扩建,4
raw:扩编,raw:扩编,4
raw:扫荡,raw:扫荡,4
raw:批判对象,raw:批判对象,4
raw:找到,raw:找到,4
raw:把持,raw:把持,4
raw:投诚地点,raw:投诚地点,4
raw:抢救,raw:抢救,4
raw:报道来源,raw:报道来源,4
raw:担任主任,held_position_in,4
raw:担任委员,raw:担任委员,4
raw:担任领导,held_position_in,4
raw:担任领导,raw:担任领导,4
raw:拉拢,raw:拉拢,4
raw:拔除,raw:拔除,4
raw:拨款,raw:拨款,4
raw:指令,commanded,4
raw:指导-被指导,raw:指导-被指导,4
raw:指导事件,raw:指导事件,4
raw:指导建立,guided,4
raw:指导思想,guided,4
raw:指导文件,raw:指导文件,4
raw:指导来源,raw:指导来源,4
raw:指导者-组织,raw:指导者-组织,4
raw:指导者-被指导者,guided,4
raw:指引,guided,4
raw:指挥-被俘虏,raw:指挥-被俘虏,4
raw:指挥于,commanded,4
raw:指挥作战于,raw:指挥作战于,4
raw:指挥对抗,raw:指挥对抗,4
raw:指挥打击,raw:指挥打击,4
raw:指挥者-地点,raw:指挥者-地点,4
raw:指挥行动,commanded,4
raw:指示下达者,raw:指示下达者,4
raw:指示建立,raw:指示建立,4
raw:指示转移,raw:指示转移,4
raw:捕杀,raw:捕杀,4
raw:据点分布,raw:据点分布,4
raw:掌控,commanded,4
raw:掌控,raw:掌控,4
raw:接洽,raw:接洽,4
raw:接见/商谈,raw:接见/商谈,4
raw:接运,raw:接运,4
raw:控制武器,raw:控制武器,4
raw:推举,raw:推举,4
raw:描述对象,raw:描述对象,4
raw:提供关系,raw:提供关系,4
raw:摆渡,raw:摆渡,4
raw:摆脱,raw:摆脱,4
raw:撤离至,raw:撤离至,4
raw:撤退地点,raw:撤退地点,4
raw:撤退方向,raw:撤退方向,4
raw:擒拿,raw:擒拿,4
raw:支持者-事件,raw:支持者-事件,4
raw:支援区域,raw:支援区域,4
raw:支撑,supported,4
raw:收录于,raw:收录于,4
raw:收编关系,raw:收编关系,4
raw:收集,raw:收集,4
raw:改编地点,raw:改编地点,4
raw:改编对象,raw:改编对象,4
raw:政权交接,raw:政权交接,4
raw:政治行动,raw:政治行动,4
raw:政治身份,raw:政治身份,4
raw:政策宣讲,raw:政策宣讲,4
raw:政策执行,raw:政策执行,4
raw:救灾行动,raw:救灾行动,4
raw:教导,raw:教导,4
raw:教师,raw:教师,4
raw:教育场所,studied_at,4
raw:教育载体,raw:教育载体,4
raw:教育释放,raw:教育释放,4
raw:整改范围,raw:整改范围,4
raw:文献关联,raw:文献关联,4
raw:文献来源,raw:文献来源,4
raw:斗争地点,raw:斗争地点,4
raw:方法,raw:方法,4
raw:施压,raw:施压,4
raw:晋升,raw:晋升,4
raw:机关所在地,raw:机关所在地,4
raw:机关驻地,stationed_at,4
raw:机构-人物,raw:机构-人物,4
raw:杀害关系,killed,4
raw:构成部分,raw:构成部分,4
raw:枪杀,killed,4
raw:枪毙,killed,4
raw:查处,raw:查处,4
raw:横扫,raw:横扫,4
raw:欺骗,raw:欺骗,4
raw:武装力量联系,raw:武装力量联系,4
raw:武装行动,raw:武装行动,4
raw:殉难地,raw:殉难地,4
raw:汇报地点,raw:汇报地点,4
raw:没收分配,raw:没收分配,4
raw:油印员,raw:油印员,4
raw:治理,raw:治理,4
raw:泄密,raw:泄密,4
raw:活动-事件,raw:活动-事件,4
raw:活动/部署,raw:活动/部署,4
raw:活动主体,raw:活动主体,4
raw:活动区域-组织,raw:活动区域-组织,4
raw:活动地区,active_at,4
raw:派遣人员,dispatched,4
raw:涉及对象,raw:涉及对象,4
raw:深入宣传,raw:深入宣传,4
raw:混入,raw:混入,4
raw:清算对象,raw:清算对象,4
raw:游行路线,raw:游行路线,4
raw:演出地点,occurred_at,4
raw:演说,raw:演说,4
raw:潜入者,raw:潜入者,4
raw:激发,influenced,4
raw:激战于,fought_at,4
raw:物证关联,raw:物证关联,4
raw:物资救济,raw:物资救济,4
raw:物资调配,raw:物资调配,4
raw:牺牲者,raw:牺牲者,4
raw:狱中结识,met_with,4
raw:猛攻,raw:猛攻,4
raw:献出生命,raw:献出生命,4
raw:理论支撑,raw:理论支撑,4
raw:痛剿/逐出,raw:痛剿/逐出,4
raw:登记,raw:登记,4
raw:目标地点,raw:目标地点,4
raw:目标城市,fought_at,4
raw:相关物,raw:相关物,4
raw:研读,raw:研读,4
raw:破坏行动,raw:破坏行动,4
raw:禁止,raw:禁止,4
raw:离开/组建,raw:离开/组建,4
raw:秘密据点,raw:秘密据点,4
raw:稳定,raw:稳定,4
raw:突入,raw:突入,4
raw:策划/建立,raw:策划/建立,4
raw:策划地,raw:策划地,4
raw:策动投诚,raw:策动投诚,4
raw:筹划,raw:筹划,4
raw:筹建,created,4
raw:筹粮区域,raw:筹粮区域,4
raw:管理,responsible_for,4
raw:精神,raw:精神,4
raw:精神关联,raw:精神关联,4
raw:精神内涵,raw:精神内涵,4
raw:精神支撑,raw:精神支撑,4
raw:纪律约束,raw:纪律约束,4
raw:纪念场所,raw:纪念场所,4
raw:组建关系,organized,4
raw:组建地点,raw:组建地点,4
raw:组成关系,member_of,4
raw:组织-下属机构,raw:组织-下属机构,4
raw:组织-创建,raw:组织-创建,4
raw:组织-地,raw:组织-地,4
raw:组织-场所,raw:组织-场所,4
raw:组织-开展,raw:组织-开展,4
raw:组织-物,raw:组织-物,4
raw:组织-策略,raw:组织-策略,4
raw:组织与参与,raw:组织与参与,4
raw:组织与成员,raw:组织与成员,4
raw:组织保障,raw:组织保障,4
raw:组织发起,raw:组织发起,4
raw:组织地点,stationed_at,4
raw:组织场所,raw:组织场所,4
raw:组织学习,raw:组织学习,4
raw:组织安排,raw:组织安排,4
raw:组织平台,raw:组织平台,4
raw:组织指挥,raw:组织指挥,4
raw:组织活动区域,raw:组织活动区域,4
raw:组织管辖,raw:组织管辖,4
raw:组织群众行动,raw:组织群众行动,4
raw:组织者-组织,organized,4
raw:组织部署,raw:组织部署,4
raw:经过地,occurred_at,4
raw:绘制,created,4
raw:绘制,raw:绘制,4
raw:给予,raw:给予,4
raw:统治,governed,4
raw:统治于,governed,4
raw:统辖,raw:统辖,4
raw:编撰,raw:编撰,4
raw:缝制,raw:缝制,4
raw:群众关系,raw:群众关系,4
raw:群众支援,raw:群众支援,4
raw:群体-事件,raw:群体-事件,4
raw:翻译,raw:翻译,4
raw:职务任命,appointed,4
raw:职务任职,raw:职务任职,4
raw:职务兼任,raw:职务兼任,4
raw:职务更替,raw:职务更替,4
raw:职责,held_position_in,4
raw:职责,responsible_for,4
raw:联合组织,raw:联合组织,4
raw:联络/掩护,raw:联络/掩护,4
raw:联络协助,collaborated_with,4
raw:联络网络,raw:联络网络,4
raw:联络者,raw:联络者,4
raw:聚焦,raw:聚焦,4
raw:背叛关系,raw:背叛关系,4
raw:舆论支持,raw:舆论支持,4
raw:营救者,rescued,4
raw:著作,raw:著作,4
raw:著述,raw:著述,4
raw:行军途经,raw:行军途经,4
raw:行动-地点,stationed_at,4
raw:行动主体,raw:行动主体,4
raw:行动转移,raw:行动转移,4
raw:行政管辖,governed,4
raw:表扬,raw:表扬,4
raw:表示,raw:表示,4
raw:表达,raw:表达,4
raw:被击毙于,raw:被击毙于,4
raw:被害地点,died_at,4
raw:被押解至,raw:被押解至,4
raw:被指控,raw:被指控,4
raw:被捕地,raw:被捕地,4
raw:被捕对象,raw:被捕对象,4
raw:被捕牺牲,raw:被捕牺牲,4
raw:被收编,raw:被收编,4
raw:被杀者,raw:被杀者,4
raw:被诬陷,raw:被诬陷,4
raw:规避,raw:规避,4
raw:视察活动,raw:视察活动,4
raw:解放对象,raw:解放对象,4
raw:警告,raw:警告,4
raw:记载对象,raw:记载对象,4
raw:设立地,raw:设立地,4
raw:访问地点,raw:访问地点,4
raw:诉求,raw:诉求,4
raw:诬告,raw:诬告,4
raw:诱捕,raw:诱捕,4
raw:诱骗,raw:诱骗,4
raw:调令,raw:调令,4
raw:调往,raw:调往,4
raw:调查关系,raw:调查关系,4
raw:调集,raw:调集,4
raw:负责工作,responsible_for,4
raw:负责接管,governed,4
raw:负责筹备,organized,4
raw:贯彻方针,raw:贯彻方针,4
raw:走访,raw:走访,4
raw:起义于,raw:起义于,4
raw:起义关联,raw:起义关联,4
raw:路线连接,raw:路线连接,4
raw:躲避,raw:躲避,4
raw:转发,raw:转发,4
raw:转移地,raw:转移地,4
raw:转运,raw:转运,4
raw:转送,raw:转送,4
raw:输送对象,raw:输送对象,4
raw:辖区,raw:辖区,4
raw:迁入,raw:迁入,4
raw:迁址地,raw:迁址地,4
raw:迁驻,raw:迁驻,4
raw:迎击,raw:迎击,4
raw:运营,raw:运营,4
raw:运营者,raw:运营者,4
raw:进军至,raw:进军至,4
raw:进剿/击退,raw:进剿/击退,4
raw:进占,raw:进占,4
raw:进发,traveled_to,4
raw:进攻方向,raw:进攻方向,4
raw:进行,carried_out,4
raw:进驻/出击,raw:进驻/出击,4
raw:进驻埋伏,raw:进驻埋伏,4
raw:追捕行动,raw:追捕行动,4
raw:退出,raw:退出,4
raw:选举产生,raw:选举产生,4
raw:途径,raw:途径,4
raw:通牒,raw:通牒,4
raw:造成,raw:造成,4
raw:遇害地,raw:遇害地,4
raw:遭遇地点,raw:遭遇地点,4
raw:避开,raw:避开,4
raw:避难地点,raw:避难地点,4
raw:部队-执行事件,carried_out,4
raw:部队-活动地,stationed_at,4
raw:部队-途经地,raw:部队-途经地,4
raw:配合单位,raw:配合单位,4
raw:配套,raw:配套,4
raw:防区,raw:防区,4
raw:防御作战,fought_at,4
raw:防御工事,raw:防御工事,4
raw:防御手段,raw:防御手段,4
raw:阻截,raw:阻截,4
raw:阻碍,opposed,4
raw:随军,raw:随军,4
raw:集中主力于,raw:集中主力于,4
raw:集会,raw:集会,4
raw:雇佣,raw:雇佣,4
raw:需求,raw:需求,4
